gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	publishingOrgKey	decimalLatitude	decimalLongitude	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	dateIdentified	license	recordedBy	lastInterpreted	issue	sex	fertility_status	age	infant(ADDL)	safety	special_needs
1425142985	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1971	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hippotragus	Hippotragus equinus	SPECIES	Hippotragus equinus (É.Geoffroy Saint-Hilaire, 1803)	Hippotragus equinus	Desmarest	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	12.08836	2.92044	2015-01-14T00:00:00	14	1	2015	2441030	2441030	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_252	1804-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.186Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	1.4	 --- 	SAFE	[]
1425142984	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1959	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	12.0074	2.8539	2015-09-07T00:00:00	7	9	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_246	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.187Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Female	INACTIVE	0.5	INFANT	SAFE	['Newborn']
1425142983	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1962	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	12.1458	2.82891	2015-10-07T00:00:00	7	10	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_248	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.187Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	0.1	INFANT	SAFE	['Newborn']
1425142982	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1966	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	12.33495	2.71969	2015-11-26T00:00:00	26	11	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_250	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.187Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	4.4	 --- 	SAFE	[]
1425142981	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1957	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.71484	2.63903	2015-09-17T00:00:00	17	9	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_245	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.189Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	5.5	 --- 	SAFE	[]
1425142980	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1923	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.88202	2.93842	2015-01-28T00:00:00	28	1	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_228	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.186Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	0.5	INFANT	SAFE	['Newborn']
1425142979	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1969	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.8145	3.00743	2015-12-07T00:00:00	7	12	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_251	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.182Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Female	INACTIVE	0.1	INFANT	SAFE	['Newborn']
1425142978	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1944	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	12.12612	2.92225	2015-04-28T00:00:00	28	4	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_239	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.181Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	13.2	 --- 	SAFE	[]
1425142977	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1942	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.88774	2.39942	2015-04-23T00:00:00	23	4	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_238	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.182Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	0.7	INFANT	SAFE	[]
1425142976	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1933	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.92237	2.9944	2015-03-02T00:00:00	2	3	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_233	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.181Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Female	INACTIVE	14.1	 --- 	SAFE	[]
1425142975	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1948	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	12.12978	2.80608	2015-07-03T00:00:00	3	7	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_241	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.181Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	0.1	INFANT	SAFE	['Newborn']
1425142974	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1950	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.98541	2.70774	2015-07-06T00:00:00	6	7	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_242	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.181Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	0.5	INFANT	SAFE	['Newborn']
1425142973	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1951	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	12.19405	2.85081	2015-07-07T00:00:00	7	7	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_242	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.182Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Female	INACTIVE	5.9	 --- 	SAFE	[]
1425142972	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1952	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	12.27143	2.68959	2015-07-13T00:00:00	13	7	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_243	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.182Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	13.8	 --- 	SAFE	[]
1425142971	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1943	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.84731	2.60628	2015-04-25T00:00:00	25	4	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_238	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.181Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	0.7	INFANT	SAFE	[]
1425142970	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1935	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	12.10419	2.85773	2015-03-18T00:00:00	18	3	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_234	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.181Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Female	EXPECTANT	13.8	 --- 	SAFE	[]
1425142969	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1937	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.88761	2.93836	2015-03-29T00:00:00	29	3	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_235	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.183Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	0.7	INFANT	SAFE	[]
1425142968	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1928	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.69758	2.41327	2015-02-15T00:00:00	15	2	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_231	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.183Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	5.9	 --- 	SAFE	[]
1425142967	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1939	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.70736	2.7028	2015-03-08T00:00:00	8	3	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_236	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.183Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	0.5	INFANT	SAFE	['Newborn']
1425142966	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1929	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.88704	2.64387	2015-02-05T00:00:00	5	2	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_231	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.183Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Female	ready_for_fertilization	2.1	 --- 	SAFE	[]
1425142965	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1934	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.91882	2.67447	2015-03-11T00:00:00	11	3	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_234	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.182Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	0.7	INFANT	SAFE	[]
1425142964	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1946	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	12.0014	2.67212	2015-04-21T00:00:00	21	4	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_240	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.182Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	0.3	INFANT	SAFE	['Newborn']
1425142963	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1932	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	12.12074	2.79916	2015-02-25T00:00:00	25	2	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_233	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.182Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	0.3	INFANT	SAFE	['Newborn']
1425142962	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1945	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	12.00605	2.82494	2015-04-19T00:00:00	19	4	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_239	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.183Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Female	INACTIVE	0.7	INFANT	SAFE	[]
1425142961	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1930	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.88913	2.91138	2015-02-14T00:00:00	14	2	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_232	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.183Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	3.5	 --- 	SAFE	[]
1425142960	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1936	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.88761	2.93836	2015-03-28T00:00:00	28	3	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_235	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.182Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	4.4	 --- 	SAFE	[]
1425142959	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1940	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.88346	2.4082	2015-04-21T00:00:00	21	4	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_237	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.179Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Female	EXPECTANT	5.9	 --- 	SAFE	[]
1425142958	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1938	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.86666	2.929	2015-03-29T00:00:00	29	3	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_236	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.180Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	0.4	INFANT	SAFE	['Newborn']
1425142957	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1941	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.75579	2.75445	2015-04-22T00:00:00	22	4	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_237	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.179Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	0.4	INFANT	SAFE	['Newborn']
1425142956	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1902	Animalia	Chordata	Mammalia	Proboscidea	Elephantidae	Loxodonta	Loxodonta africana	SPECIES	Loxodonta africana (Blumenbach, 1797)	Loxodonta africana	Blumenbach	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.56008	2.7478	2015-10-30T00:00:00	30	10	2015	2435350	2435350	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEPWATR_2015_218	1797-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.179Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	0.1	INFANT	SAFE	['Newborn']
1425142955	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1947	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.81858	2.37523	2015-05-15T00:00:00	15	5	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_240	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.179Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	13.2	 --- 	SAFE	[]
1425142954	27f86b34-76dc-485d-a833-b158c6d79bf4	AMA_1931	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Tragelaphus	Tragelaphus scriptus	SPECIES	Tragelaphus scriptus (Pallas, 1766)	Tragelaphus scriptus	Pallas	BJ	W Reserve of Biosphere	Alibori	616e379f-90ed-4c21-9793-8e20f982e9d1	11.83244	3.01031	2015-02-21T00:00:00	21	2	2015	5220182	5220182	HUMAN_OBSERVATION	DGEFC	SSEWPATR_2015	SSEWPATR_2015_232	1766-01-01T00:00:00	CC_BY_4_0	AMAHOWE O. Isidore; CHABI-YAOURE Faï;  GADO Kindo; SINADOUWIROU Theophile	2020-02-10T11:29:24.178Z	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID	Male	   ---   	4.3	 --- 	SAFE	[]
