gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	taxonKey	speciesKey	basisOfRecord	institutionCode	identifiedBy	license	recordedBy	lastInterpreted	issue	sex	fertility_status	age	infant(ADDL)	safety	special_needs
1717254532	90088b00-13de-11de-b2e1-b8a03c50a862	3752	Fungi	Ascomycota	Leotiomycetes		Thelocarpaceae	Thelocarpon	Thelocarpon laureri	SPECIES	Thelocarpon laureri (Flot.) Nyl.	Thelocarpon laureri (Flot.) Nyl.	Nylander	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.3739	22.575	5000.0	8165346	8165346	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.326Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	1.0	 --- 	DANGEROUS	---
1717254531	90088b00-13de-11de-b2e1-b8a03c50a862	3744	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Stereocaulaceae	Stereocaulon	Stereocaulon incrustatum	SPECIES	Stereocaulon incrustatum Flörke	Stereocaulon incrustatum Flörke	Flörke	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6323	22.7726	6000.0	7649786	7649786	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.326Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Female	INACTIVE	4.4	 --- 	SAFE	---
1717254530	90088b00-13de-11de-b2e1-b8a03c50a862	3697	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6323	22.7726	6000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.325Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Female	INACTIVE	13.6	 --- 	DANGEROUS	---
1717254529	90088b00-13de-11de-b2e1-b8a03c50a862	3716	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.2246	22.4189	8000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.328Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Female	recently_given_birth	0.2	INFANT	RELATIVELY_DANGEROUS	---
1717254528	90088b00-13de-11de-b2e1-b8a03c50a862	3722	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.7195	23.2617	8000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.328Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Female	INACTIVE	13.3	 --- 	RELATIVELY_DANGEROUS	---
1717254527	90088b00-13de-11de-b2e1-b8a03c50a862	3717	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.3403	22.4612	8000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.328Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	0.3	INFANT	SAFE	---
1717254526	90088b00-13de-11de-b2e1-b8a03c50a862	3727	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.259	22.5999	8000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.328Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Female	recently_given_birth	0.9	INFANT	SAFE	---
1717254525	90088b00-13de-11de-b2e1-b8a03c50a862	3729	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.5817	23.0356	8000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.328Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Female	INACTIVE	0.1	INFANT	RELATIVELY_DANGEROUS	---
1717254524	90088b00-13de-11de-b2e1-b8a03c50a862	3721	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.739	23.3114	8000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.328Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	13.3	 --- 	SAFE	---
1717254523	90088b00-13de-11de-b2e1-b8a03c50a862	3728	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6323	22.7726	6000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.328Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	0.2	INFANT	RELATIVELY_DANGEROUS	---
1717254522	90088b00-13de-11de-b2e1-b8a03c50a862	3726	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.4845	22.6993	8000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.328Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Female	INACTIVE	7.3	 --- 	SAFE	---
1717254521	90088b00-13de-11de-b2e1-b8a03c50a862	3720	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.5107	22.5074	8000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.327Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	1.0	 --- 	DANGEROUS	---
1717254520	90088b00-13de-11de-b2e1-b8a03c50a862	3732	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6352	23.0896	8000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.327Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	5.1	 --- 	DANGEROUS	---
1717254519	90088b00-13de-11de-b2e1-b8a03c50a862	3715	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.2246	22.4189	8000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.313Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	9.3	 --- 	SAFE	---
1717254518	90088b00-13de-11de-b2e1-b8a03c50a862	3742	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum corticolum	VARIETY	Scoliciosporum umbrinum var. corticolum (Anzi) Clauzade & Cl.Roux	Scoliciosporum umbrinum var. corticola (Anzi) Clauzade & Cl. Roux	Clauzade &.Roux Cl.	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.3739	22.575	5000.0	3393720	3393708	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.314Z	GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;REFERENCES_URI_INVALID	Female	EXPECTANT	7.1	 --- 	SAFE	---
1717254517	90088b00-13de-11de-b2e1-b8a03c50a862	3723	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.2148	22.6075	8000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.313Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	0.8	INFANT	SAFE	---
1717254516	90088b00-13de-11de-b2e1-b8a03c50a862	3700	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.3836	22.5672	5000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.314Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	0.4	INFANT	RELATIVELY_DANGEROUS	---
1717254515	90088b00-13de-11de-b2e1-b8a03c50a862	3714	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.3413	22.6521	1000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.314Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	8.5	 --- 	SAFE	---
1717254514	90088b00-13de-11de-b2e1-b8a03c50a862	3696	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6323	22.7726	6000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.313Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	0.4	INFANT	DANGEROUS	---
1717254513	90088b00-13de-11de-b2e1-b8a03c50a862	3740	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum corticolum	VARIETY	Scoliciosporum umbrinum var. corticolum (Anzi) Clauzade & Cl.Roux	Scoliciosporum umbrinum var. corticola (Anzi) Clauzade & Cl. Roux	Clauzade &.Roux Cl.	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6323	22.7726	6000.0	3393720	3393708	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.314Z	GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;REFERENCES_URI_INVALID	Male	   ---   	0.7	INFANT	SAFE	---
1717254512	90088b00-13de-11de-b2e1-b8a03c50a862	3741	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum corticolum	VARIETY	Scoliciosporum umbrinum var. corticolum (Anzi) Clauzade & Cl.Roux	Scoliciosporum umbrinum var. corticola (Anzi) Clauzade & Cl. Roux	Clauzade &.Roux Cl.	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6323	22.7726	6000.0	3393720	3393708	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.313Z	GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;REFERENCES_URI_INVALID	Male	   ---   	13.3	 --- 	SAFE	---
1717254511	90088b00-13de-11de-b2e1-b8a03c50a862	3701	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.3836	22.5672	5000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.315Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	1.0	 --- 	DANGEROUS	---
1717254510	90088b00-13de-11de-b2e1-b8a03c50a862	3702	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.3836	22.5672	5000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.313Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Female	INACTIVE	7.3	 --- 	RELATIVELY_DANGEROUS	---
1717254509	90088b00-13de-11de-b2e1-b8a03c50a862	3703	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.4287	22.5778	2000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.314Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Female	ready_for_fertilization	13.3	 --- 	RELATIVELY_DANGEROUS	---
1717254508	90088b00-13de-11de-b2e1-b8a03c50a862	3695	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6323	22.7726	6000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.314Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	9.7	 --- 	SAFE	---
1717254507	90088b00-13de-11de-b2e1-b8a03c50a862	3669	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6323	22.7726	6000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.315Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	0.4	INFANT	SAFE	---
1717254506	90088b00-13de-11de-b2e1-b8a03c50a862	3677	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.3739	22.575	5000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.316Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	1.0	 --- 	DANGEROUS	---
1717254505	90088b00-13de-11de-b2e1-b8a03c50a862	3647	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Sarcogyne	Sarcogyne regularis	SPECIES	Sarcogyne regularis Körb.	Sarcogyne regularis Körb.	Körber	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.4287	22.5778	2000.0	8325350	8325350	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.316Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Female	EXPECTANT	1.0	 --- 	SAFE	---
1717254504	90088b00-13de-11de-b2e1-b8a03c50a862	3667	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6323	22.7726	6000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.315Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	2.6	 --- 	SAFE	---
1717254503	90088b00-13de-11de-b2e1-b8a03c50a862	3666	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6323	22.7726	6000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.315Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	0.1	INFANT	DANGEROUS	---
1717254502	90088b00-13de-11de-b2e1-b8a03c50a862	3668	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6323	22.7726	6000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.315Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	13.3	 --- 	RELATIVELY_DANGEROUS	---
1717254501	90088b00-13de-11de-b2e1-b8a03c50a862	3672	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.6315	22.7734	8000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.315Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Female	recently_given_birth	7.1	 --- 	RELATIVELY_DANGEROUS	---
1717254500	90088b00-13de-11de-b2e1-b8a03c50a862	3753	Fungi	Ascomycota	Leotiomycetes		Thelocarpaceae	Thelocarpon	Thelocarpon laureri	SPECIES	Thelocarpon laureri (Flot.) Nyl.	Thelocarpon laureri (Flot.) Nyl.	Nylander	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.2967	22.4548	8000.0	8165346	8165346	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.315Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Female	ready_for_fertilization	11.2	 --- 	SAFE	---
1717254499	90088b00-13de-11de-b2e1-b8a03c50a862	3730	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.593	22.9227	8000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.299Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	0.9	INFANT	SAFE	---
1717254498	90088b00-13de-11de-b2e1-b8a03c50a862	3706	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.4383	22.6871	8000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.298Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	4.4	 --- 	DANGEROUS	---
1717254497	90088b00-13de-11de-b2e1-b8a03c50a862	3710	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum chlorococcum	SPECIES	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vezda	Scoliciosporum chlorococcum (Graewe ex Stenh.) Vézda	Vézda	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.4288	22.4837	8000.0	2606679	2606679	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.299Z	GEODETIC_DATUM_ASSUMED_WGS84;REFERENCES_URI_INVALID	Male	   ---   	1.0	 --- 	SAFE	---
1717254496	90088b00-13de-11de-b2e1-b8a03c50a862	3743	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Scoliciosporaceae	Scoliciosporum	Scoliciosporum corticolum	VARIETY	Scoliciosporum umbrinum var. corticolum (Anzi) Clauzade & Cl.Roux	Scoliciosporum umbrinum var. corticola (Anzi) Clauzade & Cl. Roux	Clauzade &.Roux Cl.	PL	Biebrza National Park and its environs.	83af6510-a704-11dc-80be-b8a03c50a862	53.739	23.3114	8000.0	3393720	3393708	HUMAN_OBSERVATION	UoB-IB	K. Kolanko	CC_BY_NC_4_0	K. Kolanko	2020-02-10T13:02:32.299Z	GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;REFERENCES_URI_INVALID	Male	   ---   	0.4	INFANT	SAFE	---
